post	implicit_class	extra_implicit_class
: nothing to see here . we all know black on black and black on white crime is acceptab	white_grievance	
: racist black thugs shoot white baby in the face for the fun of it	stereotypical	
: switzerland : muslim migrant sexually assaults woman in train station	stereotypical	
: uk : 2007 video on muslim rape gangs not used amid fears of appearing racist	stereotypical	
: white america is waking up : white people are losers in black run america #tcot #ocra #gop #teaparty	incitement	
: whites tend to wait until the eleventh hour  when its time to circle the wagons the	incitement	
> gaytriot front > white nationalist	incitement	
after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !	inferiority	
agreed . : anyone who supports #amnesty for foreign illegal invaders should move themselves south of the border .	incitement	
all the founding fathers of the us were all white men . white people couldn't immigrate to a non-existent country  they created one .	incitement	
an explanation is needed ? it's jewbook . is jared going to start naming jews now ?	stereotypical	
and i'm an americansupremist not racist ! wow	white_grievance	
and sure  kebab  what could a jew ever do to us ? if they kill us then they are dead  extinguished from the earth . capisce ? same with you .	threatening	
and thereby aided and abetted in the multiple rapes of thousands of british girls  yes  that media .	stereotypical	
anti-white racism has reached critical mass in america ( video ) via	white_grievance	
anti-white system . and that's why we need pro-white activism to address that double standard .	white_grievance	
are you racist for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi	white_grievance	
aren't you busy making excuses for syrian rapists ?	stereotypical	
atlanta hawks poor attendance is blamed on black crowds making southern whites uncomfortable :	incitement	
auschwitz didn't have a cinema and swimming pool for its prisoners ! #kkk #bbc3 #auschwitz #stopracism #alllivesmatter	incitement	
because too many of them are ( ( ( white ) ) ) .	stereotypical	
being racist and being aware of a race problem are different things . i don't hate a race . i just love mine . we have a racial invasion here .	incitement	
being white = the original sin .	white_grievance	
believes trump supporters are the dregs of white america . no  we are the angriest about what has happened to white america	white_grievance	
black celebrities who belong to 5 % er anti-white race war cult #swrm #black #racists via	white_grievance	
black on white violence ? emagen my shaaawk	irony	
black people in #ferguson acted exactly like we expected them to	stereotypical	
black-white violence is one-sided  yet media trumpet blm myths . reality : anti-white hatred  no-go zones for whites . #blmkidnapping	white_grievance	
cabela's is the last stand of implicit white identity .	incitement	
charlottesville was our beer hall putsch . now we draw the left so far our the normies will vote for us .	incitement	
da jooh privilege strikes on whites once again while da somali privilege gets cleared right away with no court	white_grievance	
david duke : the racial murder and rape of white women in america | read more : via	stereotypical	
deplorables don't need white supremacists trying to give us a bad name . you are worthless just like antifa and black lives matter . go away !	inferiority	
did the holocaust actually happen ?	stereotypical	
diversity always means less white people . #whitegenocide #antiwhite	white_grievance	
do muslims believe sharia law supersedes the constitution ?	stereotypical	
done courtesy mostly by anti-white hypocrites who happen to be white .	white_grievance	
dr . david duke : will the white race survive ? ( video ) #flegs #onthehill #tweetni via	white_grievance	
education ? you mean anti white propaganda ?	white_grievance	
elder  how in world are all of these racist / liberal democrats & racist immigrants  w	white_grievance	
