ID	target	implied_statement
709598409452298241	old white people	Old white people don't like black people.
709598409452298241	Blacks	Blacks are lower than whites as a race.
892579328080306176	Muslims	Muslims steal from whites.
892579328080306176	Muslims	Muslims want white Christian women.
847903671069409281	brown people	brown people are bad and hate white people who are good.
847903671069409281	Blacks	Blacks are discriminatory towards other races.
794275352101031936	People of color	People of color want white people to die out
794275352101031936	white people	White people need to die
315192592637759488	white people	White people are in danger.
315192592637759488	non-white people	non-white people are inferior
930230338332364800	Black people	Black people are hypocritical about police violence
930230338332364800	white people	White people don't have priveleges.
673614352277241856	Muslims	Muslims are rapists.
673614352277241856	muslims	Muslims are rapists.
210817107502436352	Progressives	Progressives are racist towards whites.
210817107502436352	White people	White people are being victimized by the media
667077663056490496	White people	white people are superior to other races
891995990173118464	Minorities	Minorities bring down the white race.
847966128257118208	Mainstream christians	Mainstream christians are weak.
918950147853307904	Muslims	Muslims are out to kill whites.
918950147853307904	Muslims	Muslims want to kill white men.
832473360546172930	non-white people	non-white people are a threat
778335919090888704	Blacks	Blacks aid terrorism
809503372717895680	Illegal immigrants	Illegal immigrants bring down societies
809503372717895680	Immigrants	Immigrants are criminals
705158319485227008	Conservative jews	Conservative jews loathe whites.
705158319485227008	Conservatives	Conservatives hate white people.
917471498096476162	Democrats	Democrats are anti-white
917471498096476162	non-white people	non-white people are devious
682608674985086976	jews	jews control the world
682608674985086976	Wealthy jews and minorities	Wealthy jews and minorities govern democracy
656518721070985216	illegals	Illegals are against real Americans.
656518721070985216	Politicians	Politicians pander to illegals
815030621395423232	Christians	anti- religious sentiment
343725951680659457	Black immigrants	Black immigrants want to attack whites
343725951680659457	African immigrants	African immigrants hurt white people.
486892952443027458	Jews	Jews are inferior
808899153640247296	Minorities	Minorities take over society
808899153640247296	white people	White people believe in Putin.
856873843318763523	Whites	Whites are morally questionable.
856873843318763523	white people	White people are liars.
811671182831337472	non-white people	non-white people are conspiring
811671182831337472	white people	White people are evil.
882291372233023488	white Christians	White Christians are racist.
882291372233023488	non-white people	non-white people dilute the gene poool
809218625081110528	Anti-whites	Anti-whites are sad.
809218625081110528	non-white people	non-white people are a threat to white culture
810099368036601856	Muslims	Muslims are a threat
810099368036601856	Muslims	Muslims are dangerous.
723408517147697153	Minorities	Minorities are inferior to whites.
723408517147697153	white people	White people are better than southerners.
329182635496718336	white women	White women are being raped and killed.
329182635496718336	Minorities	Minorities are violent criminals
940681089265397761	Albanians	Albanians are discriminated against
938172717681070087	Minorities	Minorities want to destroy the white race.
938172717681070087	white people	White people are dying.
482388282639007744	Muslims	Muslims kidnap Kurds.
482388282639007744	Muslims	Muslims are violent criminals
772928974171365376	muslims	Muslims don't get censored.
772928974171365376	Muslims	Muslims celebrate white destruction
885243958741413888	Liberals	Liberals are stupid
885243958741413888	non-white people	non-white people are inferior
863788537770106881	non-white people	non-white people are dangerous
863788537770106881	White people	White people should all die
898997931008638976	white people	White people are better than other people.
898997931008638976	People of color	People of color are inferior to white people
901492770984079360	Jews	Jews despise whites
920059013496176641	Minorities	Minorities want to abolish the white race.
920059013496176641	non-white people	non-white people are oppressors
920059013496176641	white people	White people deserve a better future.
704002152239407104	Jewish people	Jewish people want to eradicate white people
704002152239407104	Jews	Jews kill white people.
881243130976251904	blacks	blacks are angry
850163009049681920	white people	white people deserve to be safe.
850163009049681920	Minorities	Minorities are separative.
762175742201499648	Muslims	Muslims are killed because of religious beliefs
762175742201499648	Muslims	Muslims kill Muslims
550978073600860160	Blacks	Blacks are second class.
550978073600860160	white people	White people are important.
906204930263867392	Immigrants	Immigrants are freeloaders
866840991403094016	white Liberals	White Liberals are bad people.
866840991403094016	Progressives	Progressives have no values
912994476435677184	whites	whites are racists
912994476435677184	Black folks	Black people are racists
912994476435677184	Liberals	Liberals are liars
911401185730379776	Chinese guards	Chinese guards destroyed certain cultural revolution.
891391953899724800	white people	White people are priveleged.
891391953899724800	Progressives	Progressives have confused thinking.
924652386806845441	Minorities	Minorities exclude whites
924652386806845441	white people	White people are being wiped from history.
709230158817976320	Minorities	Minorities are the lower races.
709230158817976320	white people	White people are superior.
906923201078468608	Jews	Jews are less than whites.
906923201078468608	Jews	Jews are not white
862787302950666240	pro-white people	Pro-white people are labeled as racist.
632300663674769408	Jews	Jews are evil
632300663674769408	black people	black people are anti-semitic.
